count,time_stamp,adc,sipm_voltage,deadtime,temperatureC
559,2652529,408,90.57,3635,24.01
560,2659208,364,71.71,3640,24.01
561,2661056,220,37.58,3645,24.01
562,2667731,271,46.93,3652,24.01
563,2681118,227,38.83,3660,24.01
564,2685978,287,50.23,3666,23.58
565,2694422,415,95.00,3672,23.91
566,2701237,211,35.96,3682,24.01
567,2704191,517,151.05,3687,24.23
568,2707068,527,155.96,3693,24.01
569,2709943,426,100.89,3701,24.01
570,2716352,152,26.78,3706,23.91
571,2733262,380,78.12,3714,23.91
572,2734626,636,231.85,3720,24.34
573,2742155,332,61.17,3726,24.01
574,2743773,527,155.96,3732,24.23
575,2754869,316,56.81,3740,24.01
576,2756094,371,73.82,3745,24.01
577,2768117,159,27.66,3752,24.01
578,2777580,430,101.41,3759,24.01
579,2790590,344,64.67,3767,23.91
580,2795062,359,69.86,3773,23.26
581,2798510,415,95.00,3779,23.80
582,2800415,300,52.79,3785,23.80
583,2802455,316,56.81,3792,23.69
584,2807271,403,88.99,3798,24.01
585,2811651,295,51.75,3803,24.01
586,2814419,393,83.55,3809,23.58
587,2814992,412,92.93,3814,24.01
588,2816943,266,46.00,3821,23.37
589,2818744,207,35.26,3827,23.91
590,2819175,359,69.86,3832,24.01
591,2839658,281,48.90,3844,23.80
592,2842054,583,201.26,3850,23.48
593,2842492,864,739.66,3856,23.58
594,2843414,448,112.41,3862,23.69
595,2843498,460,119.54,3868,23.58
596,2848432,403,88.99,3875,23.69
597,2868982,423,97.36,3887,23.69
598,2873529,335,61.77,3893,23.48
599,2875352,280,48.67,3898,23.15
600,2876813,172,29.49,3904,23.91
601,2881835,352,66.89,3910,23.80
602,2882013,590,200.72,3915,23.15
603,2891387,465,122.12,3928,23.80
604,2893096,281,48.90,3934,24.01
605,2897764,319,57.64,3940,24.01
606,2898995,263,45.37,3945,24.23
607,2905044,335,61.77,3954,23.91
608,2913613,423,97.36,3960,24.34
609,2913776,280,48.67,3965,23.91
610,2922127,335,61.77,3972,23.58
611,2927022,69,18.79,3977,23.91
612,2933888,318,57.28,3984,23.69
613,2936653,560,175.34,3989,23.37
614,2938413,455,117.03,3995,23.48
615,2942204,291,50.97,4001,23.15
616,2945424,380,78.12,4009,23.37
617,2946636,498,140.86,4014,23.15
618,2948031,455,117.03,4020,23.15
619,2950251,280,48.67,4026,23.58
620,2951059,678,274.92,4032,23.80
621,2954470,287,50.23,4039,23.91
622,2954607,231,39.55,4045,23.37
623,2955353,89,21.05,4051,23.69
624,2960557,313,56.02,4056,23.37
625,2960779,319,57.64,4061,23.26
626,2964081,243,41.74,4066,23.15
627,2971938,295,51.75,4075,23.80
628,2973224,359,69.86,4082,23.80
629,2976040,229,39.22,4088,23.48
630,2984619,319,57.64,4096,23.58
631,2987159,403,88.99,4102,23.15
632,2987309,287,50.23,4107,23.26
633,2987746,77,19.81,4113,22.83
634,2990078,401,87.91,4118,23.69
635,2991363,359,69.86,4123,23.69
636,2997148,384,80.08,4129,23.91
637,2997388,295,51.75,4134,23.48
638,2998455,542,168.67,4140,23.26
639,3010827,485,135.76,4147,23.37
640,3012030,355,68.30,4153,23.05
641,3020366,391,82.35,4159,23.48
642,3022237,339,62.98,4164,23.37
643,3026046,243,41.74,4172,23.58
644,3031732,497,142.37,4179,23.80
645,3034226,286,49.78,4185,23.48
646,3035358,432,101.61,4191,24.01
647,3037652,291,50.97,4196,23.48
648,3039690,254,43.77,4202,24.01
649,3048347,366,72.41,4208,23.69
650,3049533,505,145.23,4214,23.48
651,3057432,269,46.58,4221,23.80
652,3061736,414,93.93,4228,23.69
653,3067390,259,44.69,4234,23.15
654,3072153,224,38.29,4241,23.15
655,3076566,332,61.17,4248,23.48
656,3081329,627,249.17,4254,23.37
657,3089186,332,61.17,4259,23.26
658,3090657,313,56.02,4265,23.48
659,3093362,60,17.43,4271,23.69
660,3098213,195,33.17,4279,23.48
661,3104738,307,54.48,4284,23.26
662,3108877,287,50.23,4290,23.80
663,3122382,185,31.51,4298,23.48
664,3123365,249,42.85,4303,23.15
665,3126141,556,174.47,4309,23.48
666,3145305,88,20.96,4324,23.05
667,3145907,307,54.48,4329,22.83
668,3153123,295,51.75,4337,23.37
669,3167128,339,62.98,4344,23.58
670,3171640,134,24.82,4350,23.48
671,3174625,307,54.48,4358,22.94
672,3187424,295,51.75,4366,23.69
673,3193586,327,59.28,4373,23.05
674,3195680,448,112.41,4379,22.94
675,3196038,335,61.77,4385,23.58
676,3200721,352,66.89,4391,23.58
677,3208506,176,30.09,4398,23.05
678,3211802,295,51.75,4404,23.15
679,3213434,414,93.93,4410,23.37
680,3219201,415,95.00,4416,23.05
681,3220555,359,69.86,4422,23.48
682,3222218,284,49.41,4428,23.26
683,3230552,366,72.41,4434,23.15
684,3233408,280,48.67,4440,23.26
685,3239213,108,22.63,4446,23.26
686,3240589,344,64.67,4451,23.58
687,3242966,231,39.55,4457,23.37
688,3244206,255,43.96,4463,23.69
689,3248701,575,187.30,4468,23.26
690,3259677,376,76.43,4476,23.58
691,3263678,423,97.36,4481,23.48
692,3269977,423,97.36,4487,23.15
693,3272150,543,164.77,4494,22.94
694,3272952,409,91.12,4500,23.48
695,3273383,344,64.67,4505,22.94
696,3277602,504,143.61,4511,22.94
697,3277977,318,57.28,4517,23.15
698,3278845,487,132.65,4522,22.94
699,3280418,255,43.96,4529,22.94
700,3288813,335,61.77,4535,22.83
701,3298783,281,48.90,4543,23.37
702,3302176,391,82.35,4549,23.15
703,3304976,271,46.93,4554,23.48
704,3305955,480,130.21,4560,23.37
705,3306485,472,125.87,4566,23.37
706,3310949,355,68.30,4574,22.94
707,3335037,408,90.57,4583,23.15
708,3345635,249,42.85,4589,23.26
709,3359502,463,119.23,4602,23.05
710,3361668,249,42.85,4608,22.83
711,3364512,291,50.97,4614,22.94
712,3367493,207,35.26,4620,22.94
713,3371762,319,57.64,4626,22.94
714,3371788,483,132.60,4631,22.94
715,3375447,98,21.83,4638,23.15
716,3375930,376,76.43,4643,23.15
717,3379775,423,97.36,4649,22.83
718,3381575,275,47.73,4655,22.94
719,3403448,339,62.98,4664,22.83
720,3409642,449,112.05,4673,22.83
721,3415364,184,31.36,4680,23.05
722,3417519,743,466.23,4685,22.94
723,3418437,451,113.08,4690,23.37
724,3419417,287,50.23,4696,23.05
725,3423705,252,43.42,4702,23.05
726,3424403,792,615.27,4708,22.94
727,3425441,254,43.77,4713,22.83
728,3433940,323,58.48,4720,22.83
729,3436554,359,69.86,4726,22.83
730,3436730,409,91.12,4731,22.83
731,3448321,185,31.51,4741,23.26
732,3453486,316,56.81,4747,22.94
733,3454046,63,17.91,4752,22.94
734,3461863,679,318.29,4760,22.72
735,3468219,428,101.58,4768,22.94
736,3468317,332,61.17,4773,23.37
737,3470251,384,80.08,4779,22.94
738,3470325,355,68.30,4784,22.83
739,3481791,57,16.93,4790,23.15
740,3481800,385,80.11,4796,23.15
741,3495743,604,210.97,4808,22.94
742,3500486,280,48.67,4814,23.05
743,3500840,281,48.90,4820,23.15
744,3501642,304,53.73,4826,22.94
745,3508655,455,117.03,4832,22.94
746,3509124,287,50.23,4838,22.83
747,3511013,515,147.53,4844,22.94
748,3530994,434,104.89,4854,22.83
749,3548657,270,46.71,4864,22.94
